Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
-78.17500000000001, 25.291666666666664, -78.21666666666667, 25.333333333333332, -78.13333333333334, 25.25
-78.04166666666666, 25.358333333333334, -78.08333333333333, 25.4, -78.0, 25.316666666666666
-78.04166666666666, 25.275, -78.08333333333333, 25.316666666666666, -78.0, 25.233333333333334
-78.04166666666666, 24.65833333333333, -78.08333333333333, 24.7, -78.0, 24.616666666666667
-78.09166666666667, 25.425, -78.13333333333334, 25.46666666666667, -78.05, 25.383333333333333
-78.25833333333333, 25.308333333333334, -78.3, 25.35, -78.21666666666667, 25.266666666666666
-79.225, 25.691666666666666, -79.26666666666667, 25.733333333333334, -79.18333333333334, 25.65
-81.59166666666667, 24.65833333333333, -81.63333333333334, 24.7, -81.55, 24.616666666666667
-79.17500000000001, 25.608333333333334, -79.21666666666667, 25.65, -79.13333333333334, 25.566666666666666
-78.14166666666667, 25.208333333333336, -78.18333333333334, 25.25, -78.1, 25.166666666666668
-78.80833333333334, 26.608333333333334, -78.85, 26.65, -78.76666666666667, 26.566666666666666
-79.225, 24.108333333333334, -79.26666666666667, 24.15, -79.18333333333334, 24.066666666666666
-78.34166666666667, 24.65833333333333, -78.38333333333334, 24.7, -78.3, 24.616666666666667
-78.05833333333334, 24.84166666666667, -78.1, 24.883333333333333, -78.01666666666667, 24.8
-79.24166666666667, 24.191666666666666, -79.28333333333333, 24.233333333333334, -79.2, 24.15
-78.19166666666666, 25.041666666666664, -78.23333333333333, 25.083333333333332, -78.15, 25.0
-78.09166666666667, 24.425, -78.13333333333334, 24.46666666666667, -78.05, 24.383333333333333
-78.04166666666666, 24.925, -78.08333333333333, 24.96666666666667, -78.0, 24.883333333333333
-78.42500000000001, 24.65833333333333, -78.46666666666667, 24.7, -78.38333333333334, 24.616666666666667
-78.39166666666667, 24.508333333333333, -78.43333333333334, 24.55, -78.35, 24.46666666666667
-78.04166666666666, 24.275, -78.08333333333333, 24.316666666666666, -78.0, 24.233333333333334
-80.10833333333333, 26.65833333333333, -80.15, 26.7, -80.06666666666666, 26.616666666666667
-78.725, 26.558333333333334, -78.76666666666667, 26.6, -78.68333333333334, 26.516666666666666
-78.04166666666666, 25.008333333333333, -78.08333333333333, 25.05, -78.0, 24.96666666666667
-80.10833333333333, 26.525, -80.15, 26.566666666666666, -80.06666666666666, 26.483333333333334
-80.54166666666666, 25.125, -80.58333333333333, 25.166666666666668, -80.5, 25.083333333333332
-78.125, 24.675, -78.16666666666667, 24.71666666666667, -78.08333333333333, 24.633333333333333
-79.17500000000001, 25.525, -79.21666666666667, 25.566666666666666, -79.13333333333334, 25.483333333333334
-79.25833333333333, 24.275, -79.3, 24.316666666666666, -79.21666666666667, 24.233333333333334
-80.775, 27.108333333333334, -80.81666666666666, 27.15, -80.73333333333333, 27.066666666666666
-81.50833333333333, 24.675, -81.55, 24.71666666666667, -81.46666666666667, 24.633333333333333
-80.15833333333333, 26.15833333333333, -80.2, 26.2, -80.11666666666666, 26.116666666666667
-80.125, 26.308333333333334, -80.16666666666667, 26.35, -80.08333333333333, 26.266666666666666
-79.20833333333334, 25.208333333333336, -79.25, 25.25, -79.16666666666667, 25.166666666666668
-78.17500000000001, 24.491666666666667, -78.21666666666667, 24.53333333333333, -78.13333333333334, 24.45
-80.04166666666666, 26.058333333333334, -80.08333333333333, 26.1, -80.0, 26.016666666666666
-80.025, 26.141666666666666, -80.06666666666666, 26.183333333333334, -79.98333333333333, 26.1
-80.775, 27.025, -80.81666666666666, 27.066666666666666, -80.73333333333333, 26.983333333333334
-78.04166666666666, 24.741666666666667, -78.08333333333333, 24.78333333333333, -78.0, 24.7
-81.67500000000001, 24.608333333333334, -81.71666666666667, 24.65, -81.63333333333334, 24.566666666666666
-80.09166666666667, 26.791666666666664, -80.13333333333334, 26.833333333333332, -80.05, 26.75
-80.00833333333333, 26.225, -80.05, 26.266666666666666, -79.96666666666667, 26.183333333333334
-79.99166666666667, 26.375, -80.03333333333333, 26.416666666666668, -79.95, 26.333333333333332
-80.125, 26.441666666666666, -80.16666666666667, 26.483333333333334, -80.08333333333333, 26.4
-80.04166666666666, 25.975, -80.08333333333333, 26.016666666666666, -80.0, 25.933333333333334
-79.20833333333334, 25.125, -79.25, 25.166666666666668, -79.16666666666667, 25.083333333333332
